timestamp,angle_roll,angle_pitch,angle_yaw,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,target_roll,target_pitch,target_yaw,target_wx,target_wy,target_wz,rudder1,rudder2,rudder3,rudder4
2026-01-25 22:50:50.255,1.315,-6.607,29.250,-0.004,0.001,-0.031,-0.167,-1.067,-9.829,0.000,0.000,0.000,0.000,0.000,0.000,4.915,-5.085,-1.257,-7.214
2026-01-25 22:50:50.275,1.316,-6.611,29.275,0.005,-0.009,-0.021,-0.220,-1.053,-9.776,0.000,0.000,0.000,0.000,0.000,0.000,5.107,-4.893,-0.682,-7.023
2026-01-25 22:50:50.296,1.322,-6.613,29.290,0.009,-0.004,-0.011,-0.201,-1.043,-9.733,0.000,0.000,0.000,0.000,0.000,0.000,5.170,-4.830,-0.341,-6.511
2026-01-25 22:50:50.319,1.330,-6.605,29.318,0.007,0.003,-0.016,-0.201,-1.043,-9.690,0.000,0.000,0.000,0.000,0.000,0.000,5.149,-4.851,-0.703,-6.575
2026-01-25 22:50:50.340,1.343,-6.595,29.333,0.016,0.003,-0.015,-0.234,-1.067,-9.685,0.000,0.000,0.000,0.000,0.000,0.000,5.320,-4.680,-0.660,-6.533
2026-01-25 22:50:50.361,1.361,-6.578,29.353,0.016,0.012,-0.016,-0.239,-1.048,-9.704,0.000,0.000,0.000,0.000,0.000,0.000,5.320,-4.680,-0.874,-6.405
2026-01-25 22:50:50.382,1.376,-6.557,29.367,0.023,0.021,-0.016,-0.239,-1.048,-9.685,0.000,0.000,0.000,0.000,0.000,0.000,5.469,-4.531,-1.065,-6.213
2026-01-25 22:50:50.392,1.438,-6.527,29.385,0.050,0.017,-0.010,-0.215,-1.058,-9.723,0.000,0.000,0.000,0.000,0.000,0.000,6.001,-3.999,-0.724,-6.043
2026-01-25 22:50:50.413,1.483,-6.503,29.393,0.056,0.025,-0.009,-0.215,-1.058,-9.747,0.000,0.000,0.000,0.000,0.000,0.000,6.129,-3.871,-0.831,-5.851
2026-01-25 22:50:50.433,1.530,-6.461,29.405,0.030,0.028,-0.006,-0.239,-1.024,-9.738,0.000,0.000,0.000,0.000,0.000,0.000,5.597,-4.403,-0.810,-5.702
2026-01-25 22:50:50.454,1.531,-6.440,29.409,0.003,0.014,0.000,-0.239,-1.024,-9.752,0.000,0.000,0.000,0.000,0.000,0.000,5.064,-4.936,-0.277,-5.723
2026-01-25 22:50:50.485,1.529,-6.435,29.409,-0.000,0.004,0.001,-0.234,-0.995,-9.781,0.000,0.000,0.000,0.000,0.000,0.000,5.000,-5.000,-0.043,-5.872
2026-01-25 22:50:50.495,1.568,-6.427,29.399,0.025,0.005,0.009,-0.292,-1.019,-9.781,0.000,0.000,0.000,0.000,0.000,0.000,5.490,-4.510,0.234,-5.553
2026-01-25 22:50:50.516,1.608,-6.401,29.394,0.045,0.015,0.012,-0.297,-1.043,-9.776,0.000,0.000,0.000,0.000,0.000,0.000,5.895,-4.105,0.170,-5.233
2026-01-25 22:50:50.537,1.657,-6.378,29.387,0.044,0.017,0.004,-0.330,-0.995,-9.747,0.000,0.000,0.000,0.000,0.000,0.000,5.874,-4.126,-0.170,-5.489
2026-01-25 22:50:50.558,1.699,-6.371,29.385,0.037,0.002,0.000,-0.340,-1.019,-9.747,0.000,0.000,0.000,0.000,0.000,0.000,5.746,-4.254,-0.043,-5.957
2026-01-25 22:50:50.579,1.714,-6.371,29.381,0.018,-0.002,0.002,-0.340,-1.019,-9.723,0.000,0.000,0.000,0.000,0.000,0.000,5.362,-4.638,0.128,-5.957
2026-01-25 22:50:50.610,1.708,-6.355,29.370,-0.012,0.010,0.002,-0.282,-1.019,-9.719,0.000,0.000,0.000,0.000,0.000,0.000,4.766,-5.234,-0.107,-5.723
2026-01-25 22:50:50.610,1.682,-6.341,29.372,-0.021,0.010,-0.001,-0.282,-1.019,-9.719,0.000,0.000,0.000,0.000,0.000,0.000,4.574,-5.426,-0.234,-5.851
2026-01-25 22:50:50.631,1.682,-6.330,29.372,-0.001,0.009,-0.004,-0.278,-1.029,-9.728,0.000,0.000,0.000,0.000,0.000,0.000,4.979,-5.021,-0.341,-6.000
2026-01-25 22:50:50.652,1.703,-6.303,29.370,0.019,0.018,0.000,-0.258,-1.005,-9.714,0.000,0.000,0.000,0.000,0.000,0.000,5.383,-4.617,-0.362,-5.638
2026-01-25 22:50:50.673,1.749,-6.279,29.372,0.033,0.021,0.002,-0.297,-1.005,-9.714,0.000,0.000,0.000,0.000,0.000,0.000,5.660,-4.340,-0.341,-5.489
2026-01-25 22:50:50.704,1.781,-6.258,29.352,0.037,0.020,0.025,-0.297,-1.005,-9.743,0.000,0.000,0.000,0.000,0.000,0.000,5.746,-4.254,0.575,-4.615
2026-01-25 22:50:50.714,1.837,-6.220,29.302,0.044,0.020,0.038,-0.273,-0.986,-9.733,0.000,0.000,0.000,0.000,0.000,0.000,5.874,-4.126,1.129,-4.061
2026-01-25 22:50:50.735,1.883,-6.202,29.278,0.040,0.021,0.029,-0.273,-0.986,-9.743,0.000,0.000,0.000,0.000,0.000,0.000,5.810,-4.190,0.724,-4.423
2026-01-25 22:50:50.755,1.931,-6.163,29.247,0.038,0.022,0.026,-0.378,-0.947,-9.762,0.000,0.000,0.000,0.000,0.000,0.000,5.767,-4.233,0.575,-4.530
2026-01-25 22:50:50.777,1.984,-6.144,29.223,0.049,0.022,0.034,-0.378,-0.947,-9.738,0.000,0.000,0.000,0.000,0.000,0.000,5.980,-4.020,0.916,-4.189
2026-01-25 22:50:50.808,2.051,-6.117,29.173,0.054,0.012,0.039,-0.373,-0.967,-9.709,0.000,0.000,0.000,0.000,0.000,0.000,6.087,-3.913,1.342,-4.189
2026-01-25 22:50:50.819,2.103,-6.104,29.151,0.046,0.014,0.029,-0.373,-0.967,-9.752,0.000,0.000,0.000,0.000,0.000,0.000,5.916,-4.084,0.874,-4.573
