timestamp,angle_roll,angle_pitch,angle_yaw,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,target_roll,target_pitch,target_yaw,target_wx,target_wy,target_wz,rudder1,rudder2,rudder3,rudder4
2026-01-26 10:47:08.175,6.223,-14.682,-128.462,-0.003,-0.000,-0.017,-1.125,-2.483,-9.594,0.000,0.000,0.000,0.000,0.000,0.000,5.141,-4.859,0.583,-5.305
2026-01-26 10:47:08.196,6.199,-14.696,-128.447,-0.039,-0.019,0.000,-1.168,-2.479,-9.580,0.000,0.000,0.000,0.000,0.000,0.000,5.064,-4.936,0.682,-5.318
2026-01-26 10:47:08.216,6.170,-14.725,-128.448,-0.039,-0.019,0.000,-1.148,-2.493,-9.532,0.000,0.000,0.000,0.000,0.000,0.000,5.788,-4.212,-0.383,-5.617
2026-01-26 10:47:08.239,6.133,-14.817,-128.444,-0.022,-0.072,-0.028,-1.105,-2.483,-9.518,0.000,0.000,0.000,0.000,0.000,0.000,5.415,-4.585,-0.234,-3.273
2026-01-26 10:47:08.260,6.116,-14.881,-128.426,-0.022,-0.072,-0.028,-1.058,-2.550,-9.427,0.000,0.000,0.000,0.000,0.000,0.000,5.447,-4.553,-0.341,-3.443
2026-01-26 10:47:08.270,6.091,-14.982,-128.387,-0.022,-0.080,-0.029,-1.034,-2.589,-9.331,0.000,0.000,0.000,0.000,0.000,0.000,5.474,-4.526,-0.525,-3.249
2026-01-26 10:47:08.291,6.066,-15.050,-128.375,-0.022,-0.080,-0.016,-1.067,-2.704,-9.269,0.000,0.000,0.000,0.000,0.000,0.000,5.447,-4.553,-0.959,-3.763
2026-01-26 10:47:08.312,5.997,-15.158,-128.362,-0.063,-0.070,0.001,-1.139,-2.756,-9.207,0.000,0.000,0.000,0.000,0.000,0.000,6.297,-3.703,-1.518,-4.738
2026-01-26 10:47:08.333,5.942,-15.211,-128.348,-0.063,-0.070,-0.011,-1.134,-2.723,-9.235,0.000,0.000,0.000,0.000,0.000,0.000,6.257,-3.743,-0.980,-4.168
2026-01-26 10:47:08.353,5.811,-15.264,-128.283,-0.099,-0.007,-0.045,-1.139,-2.704,-9.207,0.000,0.000,0.000,0.000,0.000,0.000,7.000,-3.000,1.904,-3.984
