timestamp,angle_roll,angle_pitch,angle_yaw,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,target_roll,target_pitch,target_yaw,target_wx,target_wy,target_wz,rudder1,rudder2,rudder3,rudder4
2026-01-26 12:38:57.499,-2.863,3.341,-149.599,-0.000,-0.000,0.000,0.493,0.593,-9.752,0.000,0.000,0.000,0.000,0.000,0.000,5.000,-5.000,0.000,-6.000
2026-01-26 12:38:57.520,-2.860,3.340,-149.599,0.002,-0.000,0.000,0.488,0.565,-9.776,0.000,0.000,0.000,0.000,0.000,0.000,4.957,-5.043,0.000,-6.000
2026-01-26 12:38:57.541,-2.863,3.341,-149.599,-0.000,-0.000,0.000,0.483,0.589,-9.776,0.000,0.000,0.000,0.000,0.000,0.000,5.000,-5.000,0.000,-6.000
2026-01-26 12:38:57.573,-2.862,3.345,-149.599,-0.000,-0.000,0.000,0.483,0.589,-9.762,0.000,0.000,0.000,0.000,0.000,0.000,5.000,-5.000,0.000,-6.000
2026-01-26 12:38:57.584,-2.862,3.345,-149.599,-0.000,-0.000,0.000,0.488,0.569,-9.767,0.000,0.000,0.000,0.000,0.000,0.000,5.000,-5.000,0.000,-6.000
2026-01-26 12:38:57.614,-2.862,3.345,-149.599,-0.000,-0.000,0.000,0.488,0.569,-9.767,0.000,0.000,0.000,0.000,0.000,0.000,5.000,-5.000,0.000,-6.000
2026-01-26 12:38:57.625,-2.862,3.345,-149.599,-0.000,-0.000,0.000,0.493,0.569,-9.757,0.000,0.000,0.000,0.000,0.000,0.000,5.000,-5.000,0.000,-6.000
2026-01-26 12:38:57.645,-2.861,3.348,-149.599,-0.000,-0.000,0.000,0.498,0.584,-9.747,0.000,0.000,0.000,0.000,0.000,0.000,5.000,-5.000,0.000,-6.000
2026-01-26 12:38:57.656,-2.861,3.348,-149.599,0.001,-0.000,0.000,0.488,0.574,-9.747,0.000,0.000,0.000,0.000,0.000,0.000,4.979,-5.021,0.000,-6.000
2026-01-26 12:38:57.677,-2.861,3.348,-149.599,0.001,-0.000,0.000,0.488,0.574,-9.757,0.000,0.000,0.000,0.000,0.000,0.000,4.979,-5.021,0.000,-6.000
2026-01-26 12:38:57.698,-2.865,3.349,-149.599,-0.002,-0.000,0.000,0.493,0.584,-9.752,0.000,0.000,0.000,0.000,0.000,0.000,5.043,-4.957,0.000,-6.000
2026-01-26 12:38:57.718,-2.865,3.349,-149.599,-0.002,-0.000,0.000,0.498,0.589,-9.752,0.000,0.000,0.000,0.000,0.000,0.000,5.043,-4.957,0.000,-6.000
2026-01-26 12:38:57.739,-2.865,3.349,-149.599,0.001,-0.000,0.000,0.498,0.584,-9.752,0.000,0.000,0.000,0.000,0.000,0.000,4.979,-5.021,0.000,-6.000
2026-01-26 12:38:57.760,-2.864,3.352,-149.599,0.002,-0.000,0.000,0.479,0.584,-9.767,0.000,0.000,0.000,0.000,0.000,0.000,4.957,-5.043,0.000,-6.000
2026-01-26 12:38:57.781,-2.864,3.352,-149.599,-0.001,-0.000,0.000,0.498,0.584,-9.767,0.000,0.000,0.000,0.000,0.000,0.000,5.021,-4.979,0.000,-6.000
2026-01-26 12:38:57.801,-2.871,3.354,-149.599,-0.004,-0.000,0.000,0.498,0.584,-9.757,0.000,0.000,0.000,0.000,0.000,0.000,5.085,-4.915,0.000,-6.000
2026-01-26 12:38:57.822,-2.871,3.354,-149.599,-0.000,-0.000,0.000,0.502,0.584,-9.757,0.000,0.000,0.000,0.000,0.000,0.000,5.000,-5.000,0.000,-6.000
2026-01-26 12:38:57.843,-2.866,3.357,-149.599,0.005,-0.000,0.000,0.483,0.589,-9.757,0.000,0.000,0.000,0.000,0.000,0.000,4.893,-5.107,0.000,-6.000
2026-01-26 12:38:57.864,-2.863,3.356,-149.599,0.001,-0.000,0.000,0.469,0.584,-9.757,0.000,0.000,0.000,0.000,0.000,0.000,4.979,-5.021,0.000,-6.000
2026-01-26 12:38:57.885,-2.870,3.357,-149.599,-0.005,-0.000,0.000,0.512,0.574,-9.752,0.000,0.000,0.000,0.000,0.000,0.000,5.107,-4.893,0.000,-6.000
2026-01-26 12:38:57.907,-2.873,3.358,-149.599,-0.004,-0.000,0.000,0.507,0.584,-9.752,0.000,0.000,0.000,0.000,0.000,0.000,5.085,-4.915,0.000,-6.000
2026-01-26 12:38:57.917,-2.870,3.357,-149.599,0.004,-0.000,0.000,0.507,0.584,-9.762,0.000,0.000,0.000,0.000,0.000,0.000,4.915,-5.085,0.000,-6.000
2026-01-26 12:38:57.938,-2.862,3.359,-149.602,0.006,-0.000,0.000,0.474,0.584,-9.757,0.000,0.000,0.000,0.000,0.000,0.000,4.872,-5.128,0.000,-6.000
2026-01-26 12:38:57.958,-2.865,3.360,-149.602,-0.002,-0.000,0.000,0.464,0.584,-9.762,0.000,0.000,0.000,0.000,0.000,0.000,5.043,-4.957,0.000,-6.000
2026-01-26 12:38:57.979,-2.876,3.359,-149.599,-0.009,-0.000,0.000,0.493,0.574,-9.757,0.000,0.000,0.000,0.000,0.000,0.000,5.170,-4.830,0.000,-6.000
2026-01-26 12:38:58.000,-2.875,3.363,-149.599,-0.000,-0.000,0.000,0.498,0.579,-9.757,0.000,0.000,0.000,0.000,0.000,0.000,5.000,-5.000,0.000,-6.000
2026-01-26 12:38:58.021,-2.869,3.361,-149.602,0.006,-0.000,0.000,0.474,0.589,-9.757,0.000,0.000,0.000,0.000,0.000,0.000,4.872,-5.128,0.000,-6.000
2026-01-26 12:38:58.041,-2.869,3.361,-149.602,0.001,-0.000,0.000,0.474,0.589,-9.762,0.000,0.000,0.000,0.000,0.000,0.000,4.979,-5.021,0.000,-6.000
2026-01-26 12:38:58.062,-2.872,3.362,-149.603,-0.004,-0.000,0.000,0.469,0.584,-9.757,0.000,0.000,0.000,0.000,0.000,0.000,5.085,-4.915,0.000,-6.000
2026-01-26 12:38:58.083,-2.872,3.362,-149.603,-0.001,-0.000,0.000,0.498,0.579,-9.757,0.000,0.000,0.000,0.000,0.000,0.000,5.021,-4.979,0.000,-6.000
2026-01-26 12:38:58.104,-2.871,3.365,-149.603,-0.000,-0.000,0.000,0.493,0.584,-9.757,0.000,0.000,0.000,0.000,0.000,0.000,5.000,-5.000,0.000,-6.000
2026-01-26 12:38:58.114,-2.871,3.365,-149.603,-0.000,-0.000,0.000,0.483,0.584,-9.757,0.000,0.000,0.000,0.000,0.000,0.000,5.000,-5.000,0.000,-6.000
2026-01-26 12:38:58.135,-2.875,3.366,-149.603,-0.000,-0.000,0.000,0.483,0.584,-9.752,0.000,0.000,0.000,0.000,0.000,0.000,5.000,-5.000,0.000,-6.000
2026-01-26 12:38:58.156,-2.871,3.365,-149.603,0.001,-0.000,0.000,0.474,0.579,-9.752,0.000,0.000,0.000,0.000,0.000,0.000,4.979,-5.021,0.000,-6.000
2026-01-26 12:38:58.177,-2.871,3.365,-149.603,-0.000,-0.000,0.000,0.474,0.589,-9.752,0.000,0.000,0.000,0.000,0.000,0.000,5.000,-5.000,0.000,-6.000
2026-01-26 12:38:58.198,-2.875,3.366,-149.603,-0.003,-0.000,0.000,0.502,0.579,-9.762,0.000,0.000,0.000,0.000,0.000,0.000,5.064,-4.936,0.000,-6.000
2026-01-26 12:38:58.219,-2.878,3.367,-149.603,-0.001,-0.000,0.000,0.493,0.584,-9.757,0.000,0.000,0.000,0.000,0.000,0.000,5.021,-4.979,0.000,-6.000
2026-01-26 12:38:58.239,-2.874,3.369,-149.603,0.002,-0.000,0.000,0.493,0.584,-9.757,0.000,0.000,0.000,0.000,0.000,0.000,4.957,-5.043,0.000,-6.000
2026-01-26 12:38:58.260,-2.870,3.368,-149.603,-0.001,-0.000,0.000,0.479,0.593,-9.752,0.000,0.000,0.000,0.000,0.000,0.000,4.936,-5.064,0.000,-6.000
2026-01-26 12:38:58.281,-2.874,3.369,-149.603,-0.001,-0.000,0.000,0.474,0.589,-9.747,0.000,0.000,0.000,0.000,0.000,0.000,5.021,-4.979,0.000,-6.000
2026-01-26 12:38:58.302,-2.877,3.370,-149.603,-0.004,-0.000,0.000,0.507,0.569,-9.752,0.000,0.000,0.000,0.000,0.000,0.000,5.085,-4.915,0.000,-6.000
2026-01-26 12:38:58.313,-2.877,3.370,-149.603,-0.001,-0.000,0.000,0.488,0.579,-9.757,0.000,0.000,0.000,0.000,0.000,0.000,5.021,-4.979,0.000,-6.000
